Alloy,No,Component,Fraction,a,delta,Tm,Hmix,D_Hmix,Sid,Elec_nega,D_elec_nega,VEC,D_VEC,BulkModulus,D_Bulk,Phase_inshort
Mg54Cu26.5Ag8.5Gd11,4,Mg Cu Ag Gd,54 26.5 8.5 11,1.524145,0.110196544,1137.6581,-8.4484,4.059060387,1.137001343,1.50695,0.295740084,5.26,4.222842644,74080000000,42.5263871,AM
CrMnFe1.5Ni0.5Al0.5 ,5,Cr Mn Fe Ni Al,1 1 1.5 0.5 0.5,1.288777778,0.051632523,1721.385556,-7.259259259,4.343833393,1.522955068,1.714444444,0.128764308,7,1.825741858,1.47E+11,32.50982757,IM+SS
AlMnNbTiV,5,Al Mn Nb Ti V,1 1 1 1 1,1.3978,0.039497885,1865.294,-15.52,7.290607656,1.609437912,1.586,0.034985711,4.8,1.326649916,1.27E+11,34.28352374,IM
Ni57.5Zr35Al7.5,3,Ni Zr Al,57.5 35 7.5,1.3849,0.120628776,1808.41025,-47.86,5.430658731,0.879904293,1.6845,0.27136645,7.375,3.063392727,1.34E+11,53.53045538,AM
Fe73.5Si13.5B9Nb3Cu,5,Fe Si B Nb Cu,73.5 13.5 9 3 1,1.19724,0.106166726,1866.2277,-24.0699,5.673844957,0.864593724,1.85215,0.075999194,6.95,1.9150718,1.74E+11,51.78259843,SS
Cu60Zr30Ti10,3,Cu Zr Ti,60 30 10,1.3939,0.105535828,1647.162,-18.72,4.413521043,0.897945725,1.693,0.259963459,8.2,3.42928564,1.16E+11,31.00235206,AM
AlMoNbSiTaTiVZr,8,Al Mo Nb Si Ta Ti V Zr,1 1 1 1 1 1 1 1,1.3985,0.086560415,2226.05875,-32.1875,18.28458169,2.079441542,1.65875,0.240698852,4.5,0.866025404,1.40E+11,55.20277881,AM
Ce68Al10Fe2Cu20,4,Ce Al Fe Cu,68 10 2 20,1.66462,0.142649688,1129.401,-21.5568,6.33091158,0.892637039,1.3392,0.32821237,4.7,3.226453161,53960000000,49.93033547,AM
Al3Yb,2,Al Yb,3 1,1.499,0.077416547,973.1025,-15,2.165063509,0.562335145,1.4825,0.220836478,3,0,64750000000,19.48557159,IM
CuCoNiCrAl0.8Fe,6,Cu Co Ni Cr Al Fe,1 1 1 1 0.8 1,1.277689655,0.049216676,1653.714828,-3.614744352,6.102456615,1.788636338,1.804827586,0.115776857,8,2.559633594,1.54E+11,34.00356699,SS
Si2V,2,Si V,2 1,1.207333333,0.063643515,1852.333333,-42.66666667,2.514157444,0.636514168,1.81,0.127279221,4.333333333,0.471404521,1.20E+11,28.28427125,IM
Cr2Mn11,2,Cr Mn,2 11,1.334461538,0.027307585,1620.692308,1.041420118,0.345856783,0.429323022,1.566923077,0.039688133,6.846153846,0.360801212,1.26E+11,14.43204849,IM
Nd60Al10Ni10Cu16Fe4,5,Nd Al Ni Cu Fe,60 10 10 16 4,1.50592,0.113487044,1332.2302,-25.2352,8.010368346,1.18898046,1.4132,0.343804828,5.18,3.374551822,74000000000,56.9912274,AM
Gd56Al24Co20,3,Gd Al Co,56 24 20,1.60244,0.144683106,1465.7928,-34.4704,5.626965195,0.989093865,1.4344,0.27907103,4.2,2.4,75520000000,54.51247197,AM
AlCoCuNi,4,Al Co Cu Ni,1 1 1 1,1.30175,0.058520188,1446.81,-8,6.937218463,1.386294361,1.825,0.124599358,8.25,3.112474899,1.44E+11,42.52058325,SS
Mg75Ni15Nd10,3,Mg Ni Nd,75 15 10,1.55165,0.0830859,1080.85,-5.4,3.053669923,0.730588061,1.383,0.227070474,3.3,2.83019434,63950000000,48.9034508,AM
TiZrNbMoV3,5,Ti Zr Nb Mo V,1 1 1 1 3,1.400714286,0.070585668,2323.428571,-2.530612245,1.624895669,1.475076311,1.645714286,0.232431688,4.857142857,0.638876565,1.52E+11,46.21470891,SS
PtAl2,2,Pt Al,1 2,1.417,0.014970503,1302.78,-39.11111111,2.304644324,0.636514168,1.833333333,0.315841029,5.333333333,3.299831646,1.27E+11,72.5962962,IM
La55Al25Ni20,3,La Al Ni,55 25 20,1.64065,0.164996524,1235.1175,-37.18,4.797253277,0.997271523,1.3895,0.335312914,4.4,2.8,70400000000,58.30128644,AM
Al18Cr2Mg3,3,Al Cr Mg,18 2 3,1.438130435,0.056489644,1040.498261,-2.449905482,3.440187489,0.669893222,1.575217391,0.103666252,3.130434783,0.946588742,79260869565,26.98665917,IM
Fe2Si,2,Fe Si,2 1,1.211666667,0.034236807,1769.666667,-31.11111111,1.833239803,0.636514168,1.853333333,0.032998316,6.666666667,1.885618083,1.47E+11,32.99831646,IM
Al13Cr4Si4,3,Al Cr Si,13 4 4,1.344,0.086327848,1314.43381,-19.04761905,4.620131185,0.928584507,1.674761905,0.110910476,3.761904762,1.150766283,96571428571,32.10187864,IM
AgZn3,2,Ag Zn,1 3,1.4075,0.015382334,828.2425,-3,0.433012702,0.562335145,1.72,0.121243557,11.75,0.433012702,77500000000,12.99038106,IM
Ni57Zr20Ti16Pd7,4,Ni Zr Ti Pd,57 20 16 7,1.36099,0.106215111,1849.0835,-43.12,13.45725043,1.121656603,1.7551,0.266602682,7.84,2.88,1.47E+11,45.56611802,AM
CoCrFeNiAl0.4MnV,7,Co Cr Fe Ni Al Mn V,1 1 1 1 0.4 1 1,1.28528125,0.043208028,1806.623125,-10.4296875,5.125768296,1.913566161,1.735,0.135669636,7.21875,1.980125864,1.56E+11,28.60117731,IM
La55Al25Ni5Cu10Co5,5,La Al Ni Cu Co,55 25 5 10 5,1.6441,0.16166711,1200.0945,-32.31,7.956107151,1.205215677,1.387,0.331483031,4.45,2.923610781,66400000000,51.6356466,AM
Nd60Al10Ni10Cu10Fe10,5,Nd Al Ni Cu Fe,60 10 10 10 10,1.5037,0.115754332,1359.424,-22.12,8.934826243,1.227529411,1.409,0.338214429,5,3.130495168,75800000000,59.46730194,AM
Gd36Al24Co20Nd20,4,Gd Al Co Nd,36 24 20 20,1.57024,0.135264301,1407.3928,-27.5584,12.9397767,1.354077539,1.4224,0.289969378,4.2,2.4,74320000000,55.38427214,AM
FeCoNiCrCuAl0.5,6,Fe Co Ni Cr Cu Al,1 1 1 1 1 0.5,1.269272727,0.041692079,1693.000909,-1.520661157,5.643485011,1.767761472,1.815454545,0.109325505,8.272727273,2.339032787,1.58E+11,29.54755237,SS
MgNi4Y,3,Mg Ni Y,1 4 1,1.397833333,0.15912221,1605.666667,-16.22222222,6.615544732,0.867563228,1.695,0.30516389,7.5,3.547299442,1.34E+11,64.59274125,IM
Cu2Ti,2,Cu Ti,2 1,1.339333333,0.064762393,1552.18,-8,0.471404521,0.636514168,1.78,0.169705627,8.666666667,3.299831646,1.30E+11,14.14213562,IM
Ag7Sb,2,Ag Sb,7 1,1.430625,0.026584657,1193.53625,-1.75,0.744117556,0.376770161,1.945,0.03968627,10.25,1.984313483,92750000000,19.18169701,IM
AuSn,2,Au Sn,1 1,1.531,0.05813194,921.205,-10,0,0.693147181,2.25,0.29,7.5,3.5,1.39E+11,81,IM
Cu4In,2,Cu In,4 1,1.3344,0.084532374,1172.166,6.4,1.44,0.500402424,1.876,0.048,9.4,3.2,1.19E+11,42.668,IM
Cd3Cu4,2,Cd Cu,3 4,1.402285714,0.10234204,1030.534286,5.87755102,0.06059653,0.682908105,1.81,0.103923048,11.42857143,0.494871659,98000000000,48.49742261,IM
Mg2Ni,2,Mg Ni,2 1,1.482666667,0.112870012,1191.333333,-3.555555556,0.20951312,0.636514168,1.51,0.282842712,4.666666667,3.771236166,90000000000,63.63961031,IM
AlCrMoTaTiZr,6,Al Cr Mo Ta Ti Zr,1 1 1 1 1 1,1.423166667,0.074763443,2228.078333,-16.11111111,8.932301396,1.791759469,1.633333333,0.257272013,4.666666667,1.105541597,1.41E+11,60.37693457,AM
Ca2Mg6Zn3,3,Ca Mg Zn,2 6 3,1.613,0.119248417,895.0945455,-9.123966942,3.618654683,0.994923633,1.346363636,0.218352206,4.727272727,4.453617714,46727272727,17.60728625,IM
BCoMo,3,B Co Mo,1 1 1,1.144666667,0.204498906,2337.333333,-28,8.034647195,1.098612289,2.026666667,0.11469767,6,2.449489743,2.43E+11,57.92715732,IM
B2Mo2Ni,3,B Mo Ni,2 2 1,1.1224,0.223251437,2443.2,-31.68,7.369394005,1.054920168,2.062,0.093037627,5.6,2.576819745,2.56E+11,55.35341001,IM
AlEr2,2,Al Er,1 2,1.648,0.092679044,1491.156667,-33.77777778,1.990374643,0.636514168,1.363333333,0.174419673,3,0,54666666667,15.08494467,IM
Pt3Al,2,Pt Al,3 1,1.39825,0.013935685,1764.4175,-33,4.763139721,0.562335145,2.1125,0.29011851,8.25,3.031088913,1.92E+11,66.68395609,IM
BCr2,2,B Cr,1 2,1.106,0.182850397,2236,-27.55555556,1.623726683,0.636514168,1.786666667,0.179133718,5,1.414213562,2.13E+11,75.42472333,IM
AlRe2,2,Al Re,1 2,1.394,0.019275508,2617.156667,-8,0.471404521,0.636514168,1.803333333,0.136707311,5.666666667,1.885618083,2.72E+11,138.5929291,IM
CoCrFeNiTi0.5 ,5,Co Cr Fe Ni Ti,1 1 1 1 0.5,1.270666667,0.05331036,1879.444444,-11.55555556,6.887981709,1.58109375,1.788888889,0.126705647,7.777777778,1.930905244,1.66E+11,21.14033066,IM+SS
AlNbTiV,4,Al Nb Ti V,1 1 1 1,1.40975,0.0394704,1951.8675,-16.25,7.749495951,1.386294361,1.595,0.03354102,4.25,0.829156198,1.29E+11,38.11823711,SS
Cu54Zr27Ti9Be10,4,Cu Zr Ti Be,54 27 9 10,1.36731,0.117564223,1638.4458,-20.8872,7.458442787,1.133234126,1.6807,0.249368222,7.58,3.747479153,1.18E+11,29.69927398,AM
Al21Cu2Mn3,3,Al Cu Mn,21 2 3,1.410692308,0.032839485,1033.669615,-7.189349112,4.060946539,0.618977214,1.625384615,0.081534833,4.076923077,2.368431434,86000000000,20.93947321,IM
B6Ni20Ti3,3,B Ni Ti,6 20 3,1.180206897,0.165267647,1878.310345,-28.65160523,4.939410257,0.81691517,1.89862069,0.132397628,7.931034483,3.095391842,2.02E+11,63.95413041,IM
AlB2Ni7,3,Al B Ni,1 2 7,1.1794,0.159347242,1772.547,-19.6,3.285848444,0.801818553,1.906,0.111193525,7.9,3.207802986,1.98E+11,68.49700723,IM
Cr6Fe18Mo5,3,Cr Fe Mo,6 18 5,1.263689655,0.035956752,2074.413793,-1.36979786,0.356364523,0.925073829,1.851724138,0.155830787,7.24137931,0.970430847,1.78E+11,23.93510847,IM
CuNiCoFeCrAl0.5V0.2,7,Cu Ni Co Fe Cr Al V,1 1 1 1 1 0.5 0.2,1.270912281,0.041456981,1710.19386,-2.499230532,5.813821542,1.857740065,1.808947368,0.112681576,8.157894737,2.375233866,1.58E+11,29.0273218,SS
B6Co21V2,3,B Co V,6 21 2,1.166310345,0.152300645,1916.62069,-19.57669441,3.414507961,0.744129541,1.895862069,0.096722755,7.482758621,2.499940546,2.08E+11,57.63471011,IM
Cu10Sn3,2,Cu Sn,10 3,1.356923077,0.106191108,1160.995385,4.970414201,0.855115326,0.540204142,1.913846154,0.025279503,9.384615385,2.94927531,1.21E+11,34.54865363,IM
CuNbNiTiZr,5,Cu Nb Ni Ti Zr,1 1 1 1 1,1.4036,0.09258017,1980.954,-21.28,12.72619975,1.609437912,1.656,0.222225111,6.8,3.059411708,1.34E+11,40.03470716,AM
AlCoCrCu0.5Fe1.5Ni,6,Al Co Cr Cu Fe Ni,1 1 1 0.5 1.5 1,1.27975,0.053707931,1667.475833,-7.138888889,5.916356477,1.748155457,1.7925,0.115623311,7.583333333,2.498610725,1.54E+11,36.40627235,SS
SrCaYbLi0.55Mg0.45Zn,6,Sr Ca Yb Li Mg Zn,1 1 1 0.55 0.45 1,1.75578,0.157091252,922.9119,-12.152,6.663995313,1.747065675,1.1657,0.26122119,4.09,3.992730895,31238787879,21.86301193,AM
AuPb3,2,Au Pb,1 3,1.673,0.07971782,784.79,1.5,0.216506351,0.562335145,2.3825,0.090932667,5.75,3.031088913,89500000000,75.34421013,IM
FeCoNiCrCuAl1.5,6,Fe Co Ni Cr Cu Al,1 1 1 1 1 1.5,1.294307692,0.058925035,1576.15,-7.053254438,6.628184498,1.778233306,1.783846154,0.124933118,7.461538462,2.8720238,1.45E+11,40.12701727,SS
Mg50Ni50,2,Mg Ni,50 50,1.4235,0.124692659,1325.5,-4,0,0.693147181,1.61,0.3,6,4,1.13E+11,67.5,AM
Al1.5CoCrCu0.5FeNi,6,Al Co Cr Cu Fe Ni,1.5 1 1 0.5 1 1,1.295666667,0.061149968,1594.348333,-10.13888889,6.49606618,1.748155457,1.774166667,0.125263611,7.166666667,2.793842436,1.46E+11,41.73594241,SS
FeCoNiCrCuAl2.0,6,Fe Co Ni Cr Cu Al,1 1 1 1 1 2.0,1.304142857,0.062570461,1530.244286,-8.653061224,6.750752628,1.747868097,1.771428571,0.128444382,7.142857143,2.996596709,1.40E+11,42.58005665,SS
Al2CoCrCu0.5FeNi,6,Al Co Cr Cu Fe Ni,2 1 1 0.5 1 1,1.306153846,0.064576019,1543.511538,-11.59763314,6.584303526,1.711845135,1.761538462,0.128053243,6.846153846,2.904801167,1.40E+11,44.18733654,SS
Co2Mo0.5Ni2VW0.5,5,Co Mo Ni V W,2 0.5 2 1 0.5,1.279166667,0.035703416,2078.416667,-8.944444444,4.547543108,1.445185879,1.911666667,0.188274327,8.166666667,1.950783318,1.92E+11,39.33474574,IM+SS
Zr70Pd30,2,Zr Pd,70 30,1.5346,0.068084664,2038.015,-76.44,6.672230212,0.610864302,1.591,0.398684085,5.8,2.749545417,1.04E+11,50.02645134,AM
AlCoCrFeNi2.1,5,Al Co Cr Fe Ni,1 1 1 1 2.1,1.276983607,0.053807053,1692.011475,-11.94302607,5.505649683,1.552867718,1.801803279,0.120375208,7.704918033,2.491587566,1.58E+11,37.04758447,IM+SS
Cu5Ce,2,Cu Ce,5 1,1.369166667,0.148889736,1309.975,-11.66666667,3.478327965,0.450561209,1.77,0.290688837,9.666666667,2.98142397,1.20E+11,43.97600356,IM
Au29Ag5.5Pd2.3Cu26.9Si16.3,5,Au Ag Pd Cu Si,29 5.5 2.3 26.9 16.3,1.32625125,0.085282886,1422.516413,-21.87725625,7.590539949,1.344556973,2.1426875,0.303697468,9.545,2.809888788,1.59E+11,49.3096086,AM
Ni60Nb15Hf5Ti20,4,Ni Nb Hf Ti,60 15 5 20,1.33325,0.083025777,1962.8,-32.28,7.728864082,1.062737568,1.759,0.193904616,7.75,2.772634127,1.61E+11,29.64793416,AM
Ca6.23Mg3.78Sn7,3,Ca Mg Sn,6.23 3.78 7,1.746164609,0.100146686,821.3374486,-32.37555251,11.42854752,1.06750262,1.463950617,0.43053994,2.823045267,0.984218991,40094650206,18.23811672,IM
Cu0.5NiAlCoCrFeSi,7,Cu Ni Al Co Cr Fe Si,0.5 1 1 1 1 1 1,1.263230769,0.063547119,1659.439231,-22.57988166,11.82337015,1.925121191,1.806153846,0.117574099,7,2.717464882,1.44E+11,39.40324079,AM
Ni57.5Zr28Nb7Al7.5,4,Ni Zr Nb Al,57.5 28 7 7.5,1.37272,0.114180352,1851.95025,-43.9414,9.015860877,1.055045141,1.7034,0.25492242,7.445,2.996160042,1.41E+11,51.27237723,AM
Zr17Ta16Ti19Nb22Si26,5,Zr Ta Ti Nb Si,17 16 19 22 26,1.39325,0.110918364,2300.57,-48.6432,24.36215874,1.593331876,1.6047,0.195076677,4.38,0.485386444,1.28E+11,45.14828885,AM
Cu0.5NiCoFeAl0.5Cr,6,Cu Ni Co Fe Al Cr,0.5 1 1 1 0.5 1,1.2684,0.043697561,1726.524,-4.6,5.437425862,1.748067349,1.807,0.111180034,8,2.28035085,1.60E+11,30.42104535,SS
Ag4Sn,2,Ag Sn,4 1,1.48,0.047297297,1088.96,-1.92,0.432,0.500402424,1.936,0.012,9.6,2.8,91600000000,16.8,IM
AlCoCrCu0.5FeNi2.5,6,Al Co Cr Cu Fe Ni,1 1 1 0.5 1 2.5,1.275285714,0.050613081,1670.193571,-8.448979592,5.997835333,1.668173972,1.815,0.117518995,8.071428571,2.520325538,1.58E+11,35.31086437,SS
AgZr,2,Ag Zr,1 1,1.524,0.05183727,1681.465,-20,0,0.693147181,1.63,0.3,7.5,3.5,85416666667,14.58333333,IM
TiCrFeMnCoNi,6,Ti Cr Fe Mn Co Ni,1 1 1 1 1 1,1.299833333,0.062927534,1824.5,-13.44444444,7.514321032,1.791759469,1.728333333,0.151813116,7.333333333,1.972026594,1.53E+11,28.08716591,IM+SS
Zr41Ti14Cu12.5Ni10Be22.5,5,Zr Ti Cu Ni Be,41 14 12.5 10 22.5,1.40006,0.139805008,1837.74125,-35.148,13.43727923,1.466622078,1.54265,0.219468625,5.025,3.094248697,1.09E+11,36.34278451,AM
CoCrFeNiAlNb0.5,6,Co Cr Fe Ni Al Nb,1 1 1 1 1 0.5,1.297,0.063318485,1780.994545,-16.52892562,7.034356942,1.767761472,1.761818182,0.125829479,7,2.449489743,1.55E+11,37.78670018,IM+SS
Nd60Al10Ni10Cu18Fe2,5,Nd Al Ni Cu Fe,60 10 10 18 2,1.50666,0.112719829,1323.1656,-26.3568,7.452936398,1.15391657,1.4146,0.345636861,5.24,3.449985507,73400000000,56.1287805,AM
Cu2GeLi,3,Cu Ge Li,2 1 1,1.32875,0.083485233,1095.1575,-16.875,6.375995633,1.039720771,1.6975,0.416675833,6.75,4.380353867,72750000000,67.36235967,IM
Al86Y4.5Ni8La1.5,4,Al Y Ni La,86 4.5 8 1.5,1.440475,0.075581826,1039.8742,-14.4736,5.811229483,0.534310728,1.6088,0.133957307,3.56,1.899052395,82025000000,30.30947665,AM
Cu3MgSi,3,Cu Mg Si,3 1 1,1.3176,0.113647474,1336.662,-14.72,4.875525818,0.950270539,1.782,0.236,7.8,3.969886648,1.13E+11,37.36308338,IM
FeNi2CrCuAl,5,Fe Ni Cr Cu Al,1 2 1 1 1,1.282,0.053170061,1623.04,-5.777777778,6.473169273,1.560710409,1.803333333,0.122972445,8,2.768874621,1.51E+11,36.21693895,SS
AlSb,2,Al Sb,1 1,1.381,0.036929761,918.625,2,0,0.693147181,1.83,0.22,4,1,59000000000,17,IM
Al9Co2,2,Al Co,9 2,1.399090909,0.049897204,1085.202727,-11.30578512,2.96761719,0.474139313,1.659090909,0.104137544,4.090909091,2.314167648,94909090909,40.11223922,IM
AlCoCr0.5Cu0.5FeNi,6,Al Co Cr Cu Fe Ni,1 1 0.5 0.5 1 1,1.2867,0.056983974,1601.871,-8.32,6.466064027,1.748067349,1.802,0.118558003,7.7,2.685144316,1.51E+11,39.41776249,SS
CoFeNi2V0.5Nb0.75,5,Co Fe Ni V Nb,1 1 2 0.5 0.75,1.278809524,0.050580504,1940.761905,-15.90929705,7.629715384,1.501283464,1.818095238,0.11890849,8.238095238,1.94947519,1.75E+11,6.632565846,IM+SS
Dy4Sb3,2,Dy Sb,4 3,1.583714286,0.138739051,1350.191429,-65.63265306,0.676661248,0.682908105,1.575714286,0.410743477,3.857142857,0.989743319,41428571429,0.494871659,IM
Ni45Ti20Zr27Al8,4,Ni Ti Zr Al,45 20 27 8,1.40047,0.107461264,1815.0376,-45.3036,12.05733543,1.236794334,1.6554,0.246143942,6.62,3.068484968,1.28E+11,48.78775948,AM
Ag3Sn,2,Ag Sn,3 1,1.48875,0.050899898,1052.4675,-2.25,0.324759526,0.562335145,1.9375,0.012990381,9.25,3.031088913,89500000000,18.18653348,IM
Al3Ru2,2,Al Ru,3 2,1.3944,0.033025249,1602.882,-20.16,0.411514277,0.673011667,1.846,0.28903979,5,2.449489743,1.34E+11,70.54530459,IM
Cu52.5Zr42.5Al5,3,Cu Zr Al,52.5 42.5 5,1.423825,0.110629219,1663.90275,-24.3725,4.790232018,0.851732144,1.64325,0.276345685,7.625,3.554486601,1.07E+11,34.28590753,AM
AlCoCrFeNiTi1.5,6,Al Co Cr Fe Ni Ti,1 1 1 1 1 1.5,1.324923077,0.074981813,1743.38,-23.90532544,9.651858062,1.778233306,1.723076923,0.145728125,6.461538462,2.560510304,1.43E+11,38.98353468,IM+SS
TiVCrCuFeMnCoNi,8,Ti V Cr Cu Fe Mn Co Ni,1 1 1 1 1 1 1 1,1.299125,0.055022828,1810.97125,-8.125,7.262852294,2.079441542,1.7375,0.148639665,7.5,2.291287847,1.53E+11,24.87468593,IM+SS
Ce60Al15Ni15Cu10,4,Ce Al Ni Cu,60 15 15 10,1.6245,0.154721258,1177.5975,-30.6,6.620445604,1.105889879,1.39,0.34288482,4.85,3.213642793,65600000000,60.60891024,AM
Ni62Zr28Nb7Al3,4,Ni Zr Nb Al,62 28 7 3,1.36435,0.11603108,1887.7041,-42.1864,8.071584948,0.944157525,1.7169,0.257548811,7.76,2.877915913,1.46E+11,49.85878324,AM
CuCoNiCrAl1.8Fe,6,Cu Co Ni Cr Al Fe,1 1 1 1 1.8 1,1.300382353,0.061325834,1547.796471,-8.079584775,6.719232835,1.761332024,1.776176471,0.12725645,7.264705882,2.95365002,1.42E+11,41.72844325,SS
Al6CuMg4,3,Al Cu Mg,6 1 4,1.479454545,0.06856518,968.2354545,-2.181818182,0.312960268,0.916464886,1.527272727,0.183109054,3.363636364,2.459590774,70545454545,26.30714952,IM
Gd60Cu20Ni10Al10,4,Gd Cu Ni Al,60 20 10 10,1.604,0.153112181,1489.301,-28,6.89492567,1.088899975,1.452,0.318929459,5.3,3.522782991,76400000000,52.60266153,AM
Au2Bi,2,Au Bi,2 1,1.438,0.003933835,1073.12,1.777777778,0.10475656,0.636514168,2.366666667,0.245130351,9,2.828427125,1.57E+11,89.09545443,IM
Al17Sb3,2,Al Sb,17 3,1.4167,0.025708537,929.0165,1.02,0.349929993,0.422709088,1.676,0.157111425,3.3,0.714142843,70900000000,12.14042833,IM
AuGa2,2,Au Ga,1 2,1.408666667,0.016732295,647.7166667,-16.88888889,0.995187322,0.636514168,2.053333333,0.3441253,5.666666667,3.771236166,1.11E+11,77.31034141,IM
AlNbTaTiV,5,Al Nb Ta Ti V,1 1 1 1 1,1.4138,0.035665443,2219.494,-13.44,7.484426498,1.609437912,1.576,0.048414874,4.4,0.8,1.43E+11,44.37296474,SS
Mo3Si,2,Mo Si,3 1,1.3105,0.069387766,2593.75,-26.25,3.788861142,0.562335145,2.095,0.112583302,5.5,0.866025404,1.98E+11,56.29165125,IM
Al0.5CoCrCuFeNiTi1.2 ,7,Al Co Cr Cu Fe Ni Ti,0.5 1 1 1 1 1 1.2,1.303791045,0.067564849,1737.418657,-12.89374025,9.281372585,1.921180321,1.766119403,0.144799967,7.507462687,2.678678301,1.49E+11,32.44804954,IM+SS
Ni60Al10Ni10Cu20,4,Nd Al Ni Cu,60 10 10 20,1.5074,0.111946698,1314.101,-27.52,6.697493262,1.088899975,1.416,0.347453594,5.3,3.522782991,72800000000,55.24635735,AM
BiCuMg,3,Bi Cu Mg,1 1 1,1.436333333,0.091859055,941.8233333,0.888888889,6.081070947,1.098612289,1.743333333,0.31030451,6,3.741657387,72000000000,48.42175819,IM
GdHoLaTbY,5,Gd Ho La Tb Y,1 1 1 1 1,1.8058,0.021582588,1590.8,0,0,1.609437912,1.17,0.057965507,3,4.44E-16,37140000000,4.685979087,SS
AlLa,2,Al La,1 1,1.6555,0.13500453,1063.235,-38,0,0.693147181,1.355,0.255,3,0,52000000000,24,IM
CaZn13,2,Ca Zn,1 13,1.4365,0.104163159,722.8457143,-5.836734694,4.162677274,0.257318641,1.603571429,0.167400595,11.28571429,2.575393768,66214285714,13.64958697,IM
CrCuFeMoNi,5,Cr Cu Fe Mo Ni,1 1 1 1 1,1.2754,0.035802288,1994.554,4.64,5.452250911,1.609437912,1.892,0.161170717,8.2,2.039607805,1.76E+11,30.06659276,SS
CuNi2FeCrAl0.9,5,Cu Ni Fe Cr Al,1 2 1 1 0.9,1.279457627,0.051473308,1634.727627,-5.216891698,6.379553125,1.556059148,1.806610169,0.121384809,8.084745763,2.713982224,1.52E+11,35.17020624,SS
Ce65Al10Ni10Cu10Nb5,5,Ce Al Ni Cu Nb,65 10 10 10 5,1.6533,0.144722268,1235.574,-19.86,11.5108445,1.120571037,1.35,0.325392071,4.6,2.989983278,62400000000,60.36091451,AM
Fe81Si2B13Nb3Cu1,5,Fe Si B Nb Cu,81 2 13 3 1,1.19052,0.123797851,1901.9677,-15.4872,5.619381257,0.665401642,1.8525,0.083431109,7.21,1.818213409,1.88E+11,52.1071972,SS
Au9Sn,2,Au Sn,9 1,1.4598,0.036580353,1254.105,-3.6,1.92,0.325082973,2.482,0.174,10.3,2.1,2.04E+11,48.6,IM
B6Co2Nb2,3,B Co Nb,6 2 2,1.028,0.253785553,2312.4,-41.44,8.138784184,0.950270539,1.92,0.171580885,4.6,2.332380758,2.62E+11,71.10555534,IM
Al3Mg2,2,Al Mg,3 2,1.4996,0.055209892,929.282,-1.92,0.039191836,0.673011667,1.49,0.146969385,2.6,0.489897949,63600000000,15.18683641,IM
Cu58.7Zr36.3Al3.5,3,Cu Zr Al,58.7 36.3 3.5,1.403243655,0.110590443,1626.544609,-22.59446211,3.988826902,0.794931001,1.679634518,0.272327193,8.136040609,3.482774225,1.12E+11,33.73060193,AM
Zr66Al9Cu16Ni9,4,Zr Al Cu Ni,66 9 16 9,1.50348,0.096609903,1861.2555,-32.352,8.234657887,1.000883437,1.4986,0.246759073,5.57,2.950440645,92190000000,37.20621229,AM
Ti40Zr25Ni8Cu9Be18,5,Ti Zr Ni Cu Be,40 25 8 9 18,1.40329,0.120055375,1849.6393,-28.2612,11.95009733,1.440526996,1.5549,0.183251166,4.75,2.72901081,1.12E+11,30.39838606,AM
La55Al25Cu20,3,La Al Cu,55 25 20,1.64705,0.158779617,1161.0715,-30.34,7.791379275,0.997271523,1.3875,0.332217925,4.6,3.2,62400000000,43.60550424,AM
Ti50Ni24Cu20BSi2Sn3,6,Ti Ni Cu B Si Sn,50 24 20 1 2 3,1.3655,0.090987912,1729.1464,-25.9576,10.7893477,1.240457997,1.7256,0.186313285,6.83,3.231269101,1.33E+11,36.6696114,AM
Zr41.2Ti13.8Cu12.5Ni10Be22.5,5,Zr Ti Cu Ni Be,41.2 13.8 12.5 10 22.5,1.400342,0.139912901,1838.11525,-35.1966,13.42421791,1.464453824,1.54223,0.219674138,5.025,3.094248697,1.09E+11,36.38314537,AM
Ni61Al11Ni8Co5Cu15,5,Nd Al Ni Co Cu,61 11 8 5 15,1.51185,0.110637097,1322.3272,-22.5536,9.915696617,1.1807339,1.4043,0.340435765,5.06,3.328122594,72280000000,56.45884873,AM
TiZrNbMoV0.5,5,Ti Zr Nb Mo V,1 1 1 1 0.5,1.447777778,0.065542048,2401.444444,-2.666666667,2.259562821,1.58109375,1.654444444,0.289524941,4.777777778,0.785674201,1.47E+11,57.10178504,SS
AlCoCrCuFeMoNiTiV,9,Al Co Cr Cu Fe Mo Ni Ti V Zr,1 1 1 1 1 1 1 1 1,1.315333333,0.060852754,1866.471111,-11.20987654,8.317409976,2.197224577,1.791111111,0.185738433,6.888888889,2.601044425,1.56E+11,41.67007393,SS
Au46Ag5Cu29Si20,4,Au Ag Cu Si,46 5 29 20,1.33679,0.086708413,1408.0716,-21.4864,6.431312728,1.187861003,2.1959,0.317654199,9.6,2.8,1.67E+11,51.24217013,AM
Mg80Ni10Nd10,3,Mg Ni Nd,80 10 10,1.5694,0.069087087,1040.6,-4.4,2.602152955,0.63903186,1.353,0.192460386,2.9,2.385372088,57200000000,41.11642008,AM
Zr57Nb5Cu15.4Ni12.6Al10,5,Zr Nb Cu Ni Al,57 5 15.4 12.6 10,1.482168,0.100440875,1870.63158,-33.612016,11.42411164,1.249562163,1.53236,0.2509112,5.784,3.008212758,1.01E+11,42.89271043,AM
