Alloy,No,Component,Fraction,a,delta,Tm,Hmix,D_Hmix,Sid,Elec_nega,D_elec_nega,VEC,D_VEC,BulkModulus,D_Bulk,Phase_inshort
CrNbTiVZr,5,Cr Nb Ti V Zr,1 1 1 1 1,1.4118,0.08678228,2236.4,-4.64,3.054020301,1.609437912,1.552,0.117881296,4.8,0.748331477,1.34E+11,37.98391472,IM+SS
Ni40Cu6Ti16Zr28Al10,5,Ni Cu Ti Zr Al,40 6 16 28 10,1.40104,0.107382417,1772.4132,-42.8112,13.81818802,1.415222868,1.6578,0.247986209,6.72,3.168848371,1.25E+11,48.17613517,AM
B6Ni21Sb2,3,B Ni Sb,6 21 2,1.163655172,0.151921601,1799.433103,-13.26991677,6.598398972,0.744129541,1.946551724,0.059264216,8.206896552,2.940552497,1.99E+11,70.64217076,IM
Ni57.5Zr24Nb11Al7.5,4,Ni Zr Nb Al,57.5 24 11 7.5,1.36576,0.109887013,1876.83025,-41.7726,9.638342766,1.097774715,1.7142,0.244375449,7.485,2.956311046,1.45E+11,49.50107743,AM
B6CaNi11,3,B Ca Ni,6 1 11,1.144555556,0.246821208,1900.611111,-22.13580247,2.913089698,0.827738157,1.902777778,0.227127119,7.222222222,3.48895966,2.18E+11,81.20833215,IM
Al2La,2,Al La,2 1,1.581,0.133281354,1019.98,-33.77777778,1.990374643,0.636514168,1.44,0.240416306,3,0,60000000000,22.627417,IM
Zr50Ni50,2,Zr Ni,50 50,1.4245,0.125307125,1928,-49,0,0.693147181,1.62,0.29,7,3,1.25E+11,54.58333333,AM
Ce70Al10Ni10Cu10,4,Ce Al Ni Cu,70 10 10 10,1.6731,0.141207767,1151.624,-25.12,5.270318396,0.940447989,1.326,0.323765347,4.5,3.008321791,55000000000,55.60035971,AM
BFe14Nd2,3,B Fe Nd,1 14 2,1.263176471,0.134029966,1781.764706,-6.006920415,6.075547782,0.578325287,1.761176471,0.232097402,7.117647059,1.906100205,1.63E+11,59.2373678,IM
CoCrFeNiAlNb0.75,6,Co Cr Fe Ni Al Nb,1 1 1 1 1 0.75,1.30273913,0.065024412,1823.125217,-18.02646503,7.477701174,1.786723603,1.754782609,0.127411335,6.913043478,2.430119759,1.55E+11,37.08713492,IM+SS
